PMCID,chunk_id,chunk_text
PMC11268649,PMC11268649_chunk_6,"d using standardised designated codes in primary care records, which has been previously validated [ 7 , 8 , 18 , 23 ].
Several demographic and clinical characteristics were extracted for each patient. The variables included were sex, age, comorbidities (recorded at any time before or at the index date), i.e., history of established CVD defined as previous diagnosis of coronary heart disease (myocardial infarction (MI), angina), cerebrovascular disease (stroke and transient ischaemic attack (TIA)), peripheral vascular disease (PVD), and heart failure (HF) [ 24 ]; dyslipidaemia, hypertension, type 1 and type 2 diabetes mellitus, chronic kidney disease (CKD), liver disease, chronic obstructive pulmonary disease (COPD), rheumatic disease; and concomitant medications (recorded ≤ 180 days), including ACEIs/ARBs, CCBs, diuretics, beta‐blockers, antiplatelets and anticoagulants, antidiabetics, NSAIDs, and the presence of polypharmacy, defined as the use ≥ 5 medications [ 25 ].
Patient charact"
PMC11268649,PMC11268649_chunk_7,"luding ACEIs/ARBs, CCBs, diuretics, beta‐blockers, antiplatelets and anticoagulants, antidiabetics, NSAIDs, and the presence of polypharmacy, defined as the use ≥ 5 medications [ 25 ].
Patient characteristics were presented as numbers (percentage) for categorical variables and as means (±SD) for continuous variables. Overall crude prevalence was calculated by dividing the number of individuals with a cardiovascular drug-related ADR consultation by the number of patients with a prescription of the cardiovascular drug. Overall and annual age-standardized prevalence was calculated using direct standardisation method using mid-year UK population estimate for 2019 [ 26 , 27 ]. For annual prevalence, the number of patients with a prescription of cardiovascular drug until 1 July each year was used as a denominator. The prevalence was expressed per 1000 patients. Risk factors of ADRs-related consultations were estimated using logistic regression model, stratified by therapeutic areas, i.e., an"
PMC11268649,PMC11268649_chunk_8,"d as a denominator. The prevalence was expressed per 1000 patients. Risk factors of ADRs-related consultations were estimated using logistic regression model, stratified by therapeutic areas, i.e., antihypertensive, lipid-lowering, and antithrombotic drugs. Odds ratio (OR) and 95% confidence interval were presented. P-value less than 0.05 was considered statistically significant. Analyses were performed using SAS 9.4.
Data source
This study was conducted using IQVIA Medical Research Data UK that incorporates data from The Health Improvement Network (THIN), a Cegedim database [ 21 ]. The data contains de-identified information provided by patients as part of their routine primary care. Specific approval for the use of this data in the current submission was obtained from IMRD Scientific Review Committee with the project entitled: “ Impact of Adverse Drug Reactions of Cardiovascular Drugs on Patients Clinical Outcomes in the Primary Care Setting” (reference number:21SRC008). The data wer"
PMC11268649,PMC11268649_chunk_9,"iew Committee with the project entitled: “ Impact of Adverse Drug Reactions of Cardiovascular Drugs on Patients Clinical Outcomes in the Primary Care Setting” (reference number:21SRC008). The data were accessed for research purposes on April 2023.
Study design
This was a cross-sectional study investigating the prevalence of consultations related to cardiovascular drugs ADRs in UK primary care setting. Patients who were newly prescribed cardiovascular drugs during 2000–2019 were included. Patients with invalid medical records (missing date of birth, sex, invalid registration date), aged <18 years at the first of any cardiovascular drug prescriptions and registered less than 6 months from the index date were excluded. Cardiovascular drugs included were i) angiotensin- converting enzyme inhibitors (ACEIs)/angiotensin receptor blocker (ARBs), ii) calcium channel blockers (CCBs), iii) diuretics, iv) lipid regulating drugs, v) antiplatelets and anticoagulants vi) beta blockers, and vii) nitr"
PMC11268649,PMC11268649_chunk_10,"itors (ACEIs)/angiotensin receptor blocker (ARBs), ii) calcium channel blockers (CCBs), iii) diuretics, iv) lipid regulating drugs, v) antiplatelets and anticoagulants vi) beta blockers, and vii) nitrates [ 22 ]. ADRs consultations related with cardiovascular drugs were identified using standardised designated codes in primary care records, which has been previously validated [ 7 , 8 , 18 , 23 ].
Study variables
Several demographic and clinical characteristics were extracted for each patient. The variables included were sex, age, comorbidities (recorded at any time before or at the index date), i.e., history of established CVD defined as previous diagnosis of coronary heart disease (myocardial infarction (MI), angina), cerebrovascular disease (stroke and transient ischaemic attack (TIA)), peripheral vascular disease (PVD), and heart failure (HF) [ 24 ]; dyslipidaemia, hypertension, type 1 and type 2 diabetes mellitus, chronic kidney disease (CKD), liver disease, chronic obstructive pul"
PMC11268649,PMC11268649_chunk_11,"peripheral vascular disease (PVD), and heart failure (HF) [ 24 ]; dyslipidaemia, hypertension, type 1 and type 2 diabetes mellitus, chronic kidney disease (CKD), liver disease, chronic obstructive pulmonary disease (COPD), rheumatic disease; and concomitant medications (recorded ≤ 180 days), including ACEIs/ARBs, CCBs, diuretics, beta‐blockers, antiplatelets and anticoagulants, antidiabetics, NSAIDs, and the presence of polypharmacy, defined as the use ≥ 5 medications [ 25 ].
Data analysis
Patient characteristics were presented as numbers (percentage) for categorical variables and as means (±SD) for continuous variables. Overall crude prevalence was calculated by dividing the number of individuals with a cardiovascular drug-related ADR consultation by the number of patients with a prescription of the cardiovascular drug. Overall and annual age-standardized prevalence was calculated using direct standardisation method using mid-year UK population estimate for 2019 [ 26 , 27 ]. For annua"
PMC11268649,PMC11268649_chunk_12,"tion of the cardiovascular drug. Overall and annual age-standardized prevalence was calculated using direct standardisation method using mid-year UK population estimate for 2019 [ 26 , 27 ]. For annual prevalence, the number of patients with a prescription of cardiovascular drug until 1 July each year was used as a denominator. The prevalence was expressed per 1000 patients. Risk factors of ADRs-related consultations were estimated using logistic regression model, stratified by therapeutic areas, i.e., antihypertensive, lipid-lowering, and antithrombotic drugs. Odds ratio (OR) and 95% confidence interval were presented. P-value less than 0.05 was considered statistically significant. Analyses were performed using SAS 9.4.
Results
During the study period, 2,741,114 patients were prescribed at least one cardiovascular drug. After excluding patients who had invalid medical records (n = 116,732), younger than 18 years (n = 44,504), and registered in the general practices for less than 6 mo"
PMC11268649,PMC11268649_chunk_13,"at least one cardiovascular drug. After excluding patients who had invalid medical records (n = 116,732), younger than 18 years (n = 44,504), and registered in the general practices for less than 6 months (n = 843,927), the eligible patients in our analysis were 1,735,951 patients. About 10.49% (n = 182,058) of the patients had an established CVD (angina, MI, stroke/TIA, PVD, HF) before or at the first prescription any cardiovascular drug. The mean age of patients during the first prescription of any cardiovascular drugs was 53.33 (±16.49) in the CVD primary prevention (i.e., had no CVD event before the index date) cohort and 64.00 (±13.56) in the CVD secondary prevention cohort (had CVD before the index date) cohort.
The overall crude prevalence of consultations related to cardiovascular drugs ADRs was 13.50 (95 CI. 13.30, 13.70) per 1000 patients. The overall age-standardised prevalence was 10.60 (95% CI. 10.46, 10.75) per 1000 patients. The prevalence of ADRs consultations among mal"
PMC11268649,PMC11268649_chunk_14,"drugs ADRs was 13.50 (95 CI. 13.30, 13.70) per 1000 patients. The overall age-standardised prevalence was 10.60 (95% CI. 10.46, 10.75) per 1000 patients. The prevalence of ADRs consultations among male was 5.45 (95% CI. 5.35, 5.55), while that of female was 4.62 (95% CI. 4.53, 4.72) per 1000 patients. The standardised prevalence of ADRs consultations over time during the study period is presented in Fig 1 .
Patients aged 70–79 years had the highest occurrence of cardiovascular drugs-related ADRs consultation, with the prevalence of 2.59 (95% CI. 2.52, 2.65) per 1000 patients. The lowest prevalence was observed among patients younger than 40. There was a decrease in ADRs occurrence among patients ≥ 80 years old ( Fig 2 ). The most frequently drug classes implicated in the ADRs consultations were statins (n = 9,993 events, 27.09%), beta-blockers (n = 8,538 events, 23.15%), ACEIs/ARBs (n = 8,345 events, 22.62%), and aspirin (n = 6,482 events, 17.57%). The remaining proportion of 9.57% eve"
PMC11268649,PMC11268649_chunk_15," were statins (n = 9,993 events, 27.09%), beta-blockers (n = 8,538 events, 23.15%), ACEIs/ARBs (n = 8,345 events, 22.62%), and aspirin (n = 6,482 events, 17.57%). The remaining proportion of 9.57% events were from other CVD drugs.
Risk factors of ADRs consultations related to antihypertensive drugs, lipid lowering drugs, and antithrombotic drugs are presented in Tables 1 – 3 , respectively. The strongest predictors of antihypertensive related ADR consultations included the advanced age, an established CVD (adjusted OR 3.49, 95% CI, 3.33, 3.65), the concomitant use of antithrombotic drugs (adjusted OR 1.65, 95% CI, 1.57, 1.74), and diabetes (adjusted OR 1.61, 95% CI, 1.52, 1.71). For ADRs related to lipid lowering drugs, the most significant risk factors included advanced age, diabetes (adjusted OR 2.06, 95% CI, 1.96, 2.18), an established CVD (adjusted OR. 1.46, 95% CI 1.38, 1.54), being female (adjusted OR 0.68, 95% CI, 0.65, 0.72), and rheumatic disease (adjusted OR 1.20, 95% CI, 1.1"
PMC11268649,PMC11268649_chunk_16,"usted OR 2.06, 95% CI, 1.96, 2.18), an established CVD (adjusted OR. 1.46, 95% CI 1.38, 1.54), being female (adjusted OR 0.68, 95% CI, 0.65, 0.72), and rheumatic disease (adjusted OR 1.20, 95% CI, 1.11, 1.31). The risk factors of antithrombotic-related ADRs included advanced age, an established CVD (2.93, 95% CI. 2.74, 3.13), diabetes (1.30, 95% CI 1.19, 1.43), dyslipidaemia (1.25, 95% CI, 1.13, 1.38), and polypharmacy (1.16, 95% CI 1.08, 1.25).
ADR: Adverse drug reaction. CVD: Cardiovascular Disease. CKD: Chronic kidney disease. COPD: Chronic obstructive pulmonary disease. NSAID: Non-steroidal anti-inflammatory drug.
ADR: Adverse drug reaction. CVD: Cardiovascular Disease. CKD: Chronic kidney disease. COPD: Chronic obstructive pulmonary disease. ACEI: Angiotensin converting enzyme inhibuitor. ARB: Angiotensin receptor blocker. CCB: Calcium channel blocker. NSAID: Non-steroidal anti-inflammatory drug.
ADR: Adverse drug reaction. CVD: Cardiovascular Ddsease. CKD: Chronic kidney disease."
PMC11268649,PMC11268649_chunk_17,"tor. ARB: Angiotensin receptor blocker. CCB: Calcium channel blocker. NSAID: Non-steroidal anti-inflammatory drug.
ADR: Adverse drug reaction. CVD: Cardiovascular Ddsease. CKD: Chronic kidney disease. COPD: Chronic obstructive pulmonary disease. ACEI: Angiotensin converting enzyme inhibuitor. ARB: Angiotensin receptor blocker. CCB: Calcium channel blocker. NSAID: Non-steroidal anti-inflammatory drug.
Prevalence of consultations related to cardiovascular drugs ADRs
The overall crude prevalence of consultations related to cardiovascular drugs ADRs was 13.50 (95 CI. 13.30, 13.70) per 1000 patients. The overall age-standardised prevalence was 10.60 (95% CI. 10.46, 10.75) per 1000 patients. The prevalence of ADRs consultations among male was 5.45 (95% CI. 5.35, 5.55), while that of female was 4.62 (95% CI. 4.53, 4.72) per 1000 patients. The standardised prevalence of ADRs consultations over time during the study period is presented in Fig 1 .
Patients aged 70–79 years had the highest occurr"
PMC11268649,PMC11268649_chunk_18,".62 (95% CI. 4.53, 4.72) per 1000 patients. The standardised prevalence of ADRs consultations over time during the study period is presented in Fig 1 .
Patients aged 70–79 years had the highest occurrence of cardiovascular drugs-related ADRs consultation, with the prevalence of 2.59 (95% CI. 2.52, 2.65) per 1000 patients. The lowest prevalence was observed among patients younger than 40. There was a decrease in ADRs occurrence among patients ≥ 80 years old ( Fig 2 ). The most frequently drug classes implicated in the ADRs consultations were statins (n = 9,993 events, 27.09%), beta-blockers (n = 8,538 events, 23.15%), ACEIs/ARBs (n = 8,345 events, 22.62%), and aspirin (n = 6,482 events, 17.57%). The remaining proportion of 9.57% events were from other CVD drugs.
Risk factors of ADRs consultations
Risk factors of ADRs consultations related to antihypertensive drugs, lipid lowering drugs, and antithrombotic drugs are presented in Tables 1 – 3 , respectively. The strongest predictors of an"
PMC11268649,PMC11268649_chunk_19,"ations
Risk factors of ADRs consultations related to antihypertensive drugs, lipid lowering drugs, and antithrombotic drugs are presented in Tables 1 – 3 , respectively. The strongest predictors of antihypertensive related ADR consultations included the advanced age, an established CVD (adjusted OR 3.49, 95% CI, 3.33, 3.65), the concomitant use of antithrombotic drugs (adjusted OR 1.65, 95% CI, 1.57, 1.74), and diabetes (adjusted OR 1.61, 95% CI, 1.52, 1.71). For ADRs related to lipid lowering drugs, the most significant risk factors included advanced age, diabetes (adjusted OR 2.06, 95% CI, 1.96, 2.18), an established CVD (adjusted OR. 1.46, 95% CI 1.38, 1.54), being female (adjusted OR 0.68, 95% CI, 0.65, 0.72), and rheumatic disease (adjusted OR 1.20, 95% CI, 1.11, 1.31). The risk factors of antithrombotic-related ADRs included advanced age, an established CVD (2.93, 95% CI. 2.74, 3.13), diabetes (1.30, 95% CI 1.19, 1.43), dyslipidaemia (1.25, 95% CI, 1.13, 1.38), and polypharmacy ("
PMC11268649,PMC11268649_chunk_20,"rs of antithrombotic-related ADRs included advanced age, an established CVD (2.93, 95% CI. 2.74, 3.13), diabetes (1.30, 95% CI 1.19, 1.43), dyslipidaemia (1.25, 95% CI, 1.13, 1.38), and polypharmacy (1.16, 95% CI 1.08, 1.25).
ADR: Adverse drug reaction. CVD: Cardiovascular Disease. CKD: Chronic kidney disease. COPD: Chronic obstructive pulmonary disease. NSAID: Non-steroidal anti-inflammatory drug.
ADR: Adverse drug reaction. CVD: Cardiovascular Disease. CKD: Chronic kidney disease. COPD: Chronic obstructive pulmonary disease. ACEI: Angiotensin converting enzyme inhibuitor. ARB: Angiotensin receptor blocker. CCB: Calcium channel blocker. NSAID: Non-steroidal anti-inflammatory drug.
ADR: Adverse drug reaction. CVD: Cardiovascular Ddsease. CKD: Chronic kidney disease. COPD: Chronic obstructive pulmonary disease. ACEI: Angiotensin converting enzyme inhibuitor. ARB: Angiotensin receptor blocker. CCB: Calcium channel blocker. NSAID: Non-steroidal anti-inflammatory drug.
Discussion
This stud"
PMC11268649,PMC11268649_chunk_21,"ve pulmonary disease. ACEI: Angiotensin converting enzyme inhibuitor. ARB: Angiotensin receptor blocker. CCB: Calcium channel blocker. NSAID: Non-steroidal anti-inflammatory drug.
Discussion
This study found that the prevalence of consultations related to cardiovascular drugs ADRs in primary care was 10.60 (95% CI. 10.46, 10.75) per 1000 patients. Statins, beta-blockers, ACEIs/ARBs, and aspirin were the most frequently associated drug classes in ADRs. In addition, this study identified several risk factors for ADRs consultations related to different therapeutic classes.
The findings from this study resonate the results from previous studies using similar method [ 17 , 18 , 28 – 32 ]. A previous study in Spain primary care showed that the prevalence of consultations related to cardiovascular drugs ADRs was 10.01 per 1000 persons, relatively similar with our finding [ 30 ]. Eguale et al found that the cardiovascular drugs-related ADRs rate was 19.1 per 1000 person-years [ 29 ]. Focusing "
PMC11268649,PMC11268649_chunk_22,"r drugs ADRs was 10.01 per 1000 persons, relatively similar with our finding [ 30 ]. Eguale et al found that the cardiovascular drugs-related ADRs rate was 19.1 per 1000 person-years [ 29 ]. Focusing on the elderly population, Veehof et al found that the prevalence of antihypertensive-related ADRs in general practice consultations was 11.00 per 1000 persons [ 31 ]. Prompt recognition of ADRs in primary care are of importance to facilitate future treatment decisions and reduce the burden of ADRS for patients [ 17 , 33 , 34 ].
In this study, the trend of consultations related to cardiovascular drugs ADRs notably increased in 2004 (0.72%, 95% CI. 0.70, 0.74). Implementation of the Quality and Outcomes Framework (QoF) started this particular year, which partly explained the sharp increase in the ADRs consultations. Under this scheme, general practices in the UK have been incentivised for delivering quality care and monitoring, including for patients with cardiovascular medication use [ 35 "
PMC11268649,PMC11268649_chunk_23,"he ADRs consultations. Under this scheme, general practices in the UK have been incentivised for delivering quality care and monitoring, including for patients with cardiovascular medication use [ 35 , 36 ]. The increase in the recording of comorbidities and other clinical domains have also been observed in other therapeutic areas such as diabetes and psychiatric disorders [ 37 , 38 ]. However, the trend decreased in 2010. Previous review on general practitioner’s view on the impact of incentive scheme in improving quality care in the UK showed conflicting results, showing that such scheme may improve patient satisfaction and chronic disease management, but increased pressure for healthcare professionals may hinder its implementation over time [ 39 ].
It is not surprising that in this study, the elderly patients (aged 70–79 years) had the highest occurrence of ADRs related to cardiovascular drugs. Altered pharmacokinetics due to physiological changes, comorbidities, and concomitant med"
PMC11268649,PMC11268649_chunk_24,"y, the elderly patients (aged 70–79 years) had the highest occurrence of ADRs related to cardiovascular drugs. Altered pharmacokinetics due to physiological changes, comorbidities, and concomitant medication use increase the risk of ADRs among this population [ 40 , 41 ]. However, this study found that patients aged ≥ 80 years had slightly lower occurrence of ADRs, indicating ‘depletion of susceptible phenomenon’, i.e., the modification ADRs risk in certain population due to several factors, including the past ADRs events and the use of low dose of medication due to age-related conditions [ 42 ].
In this study, statins, beta-blockers, ACEIs/ARBs, and aspirin were the most frequently implicated medication classes in the ADRs consultations, comparable with previous reports using UK general practice research databases [ 18 , 32 ]. Statins and ACEIs are among the most dispensed medications in England, indicating the high importance of monitoring the safety of these medications [ 5 ]. Altho"
PMC11268649,PMC11268649_chunk_25,"ractice research databases [ 18 , 32 ]. Statins and ACEIs are among the most dispensed medications in England, indicating the high importance of monitoring the safety of these medications [ 5 ]. Although generally well tolerated, muscle symptoms may occur in a subset of statin users, particularly in those using high intensity regimen [ 43 , 44 ]. The comparative safety profile between lipophilic and hydrophilic statins has been frequently discussed [ 45 – 47 ]. Muscle symptoms have been reported with all statins, but hydrophilic statins, e.g., rosuvastatin, pravastatin, were considered to have a lower risk of myotoxicity due to reduced non-selective diffusion into extrahepatic tissues, such as muscle cells, while lipophilic statin, e.g., simvastatin, had a higher risk of muscle symptoms [ 48 ]. Nevertheless, it is important to consider dose-response relationship and lipid goal attainment when selecting alternate statin for those intolerance to a specific statin [ 49 ].
The second most "
PMC11268649,PMC11268649_chunk_26,"48 ]. Nevertheless, it is important to consider dose-response relationship and lipid goal attainment when selecting alternate statin for those intolerance to a specific statin [ 49 ].
The second most involved drug in the ADRs consultations was beta-blockers. Beta-blockers are a vital component for the treatment of heart failure and myocardial infarction. Beta-blockers have no longer been the first-line choice for antihypertensive treatment due to inferior cardiovascular protection, particularly against stroke compared to RAAS inhibitors and CCBs [ 50 ]. Lack of efficacy of beta-blockers in uncomplicated hypertension is attributed to their poor tolerability resulting from various ADRs, such as respiratory symptoms, lethargy, erectile dysfunction, sleep disturbance, blurring of vision, and Raynaud’s phenomenon [ 51 ]. A previous trial showed that the number of patients who discontinued beta-blocker due to severe ADRs was double that of diuretic users [ 52 ]. Cardio-selective beta-blocker"
PMC11268649,PMC11268649_chunk_27,"aynaud’s phenomenon [ 51 ]. A previous trial showed that the number of patients who discontinued beta-blocker due to severe ADRs was double that of diuretic users [ 52 ]. Cardio-selective beta-blockers, e.g., bisoprolol and atenolol, are increasingly used due to lower risk of adverse respiratory effect than non-selective beta-blocker [ 53 ]. Given its benefit for several conditions, such as heart failure, cardiac arryhtmias; cardio-selective beta-blockers should not be withheld from patients with mild to moderate reactive airway disease [ 54 ]. Due to their permeability to cross blood brain barriers, beta-blockers may also causes psychiatric symptoms [ 55 , 56 ], thus this medication class should be used carefully in patients with neuropsychiatric disorders [ 57 ].
This study found that ACEIs and ARBs, first line hypertension treatment, were the third most common implicated drug classes in the ADRs consultations in primary care. Persistent dry cough, gastrointestinal symptoms, hyperkal"
PMC11268649,PMC11268649_chunk_28,"EIs and ARBs, first line hypertension treatment, were the third most common implicated drug classes in the ADRs consultations in primary care. Persistent dry cough, gastrointestinal symptoms, hyperkalaemia, hypotension, and dizziness are common ADRs associated with ACEIs/ARBs [ 58 – 60 ]. A previous review showed that ARBs had better tolerability than ACEIs, with 28% lower risk of drug discontinuation due to ADRs [ 61 ]. Similar finding was observed in a recent multinational network cohort study which showed significantly lower risk of angioedema, cough, pancreatitis, and gastrointestinal bleeding among ARBs users, with comparable long-term cardiovascular protection with the former [ 62 ]. As generic medications for both classes are currently available, the cost may no longer pose a barrier for initial treatment selection [ 63 ]. Nevertheless, clinical guideline suggested that ARBs should be reserved for individuals who are intolerant to ACEIs, as the evidence supporting the effectiven"
PMC11268649,PMC11268649_chunk_29,"r for initial treatment selection [ 63 ]. Nevertheless, clinical guideline suggested that ARBs should be reserved for individuals who are intolerant to ACEIs, as the evidence supporting the effectiveness of ACEIs is more robust [ 22 ]. Benefit-risk analysis based on individual circumstances should be carefully performed to ensure that hypertension treatment goals can be achieved safely.
The previous history of an established CVD, advanced age, and comorbidities, e.g., diabetes, hyperlipidaemia, consistently appeared as the strongest risk factors for cardiovascular drug-related ADRs consultations. Clinical guidelines generally recommend increased dose/intensity regimen for CVD secondary prevention treatment, which may be associated with more safety events [ 64 , 65 ]. The presence of comorbidities was also associated with higher number of medications, potentially leading to more ADRs [ 66 ]. The use of drug safety alerts to assist healthcare providers during prescribing to prevent ADRs "
PMC11268649,PMC11268649_chunk_30,"idities was also associated with higher number of medications, potentially leading to more ADRs [ 66 ]. The use of drug safety alerts to assist healthcare providers during prescribing to prevent ADRs was shown to be effective in reducing ADRs in high-risk population [ 67 ]. Nevertheless, a previous review showed that alert fatigue, which refers to clinicians dismissing alerts due to an excessive number of warnings, was prevalent, with 46–96% of drug safety alerts were overridden [ 68 ]. Thus, further refinement may be needed, e.g., by re-evaluating clinically relevant alerts to reduce noise; and improving information content to reduce the burden of workflow disruption to effectively reduce the risk of ADRs for patients [ 68 , 69 ].
This study found that the burden of ADRs related to cardiovascular drugs in primary care was considerable. As cardiovascular-related conditions, such as hypertension and dyslipidaemia, are largely managed in primary care [ 20 ], primary care providers are en"
PMC11268649,PMC11268649_chunk_31,"vascular drugs in primary care was considerable. As cardiovascular-related conditions, such as hypertension and dyslipidaemia, are largely managed in primary care [ 20 ], primary care providers are encouraged to be vigilant in preventing ADRs of these medications to prevent further iatrogenic complications, e.g., by monitoring patients about their concerns and barriers related to medication use, educating patients about early recognition and management of potential ADRs, strengthening medication review system particularly for high-risk patients, and performing adequate ADRs documentation/recording to facilitate future treatment decisions [ 17 , 70 – 73 ]. A previous study showed that patients who received prior information on potential ADRs from their health care professionals were less likely to report drug complications and were more satisfied with their treatment [ 70 ]. In addition, it is recommended to implement more rigorous clinical and medication adherence monitoring for patien"
PMC11268649,PMC11268649_chunk_32,"kely to report drug complications and were more satisfied with their treatment [ 70 ]. In addition, it is recommended to implement more rigorous clinical and medication adherence monitoring for patients affected by ADRs as our previous studies showed that patients who experienced ADRs related to statins and ACEI/ARB had an increased risk of subsequent cardiovascular events compared to those who did not experience ADRs [ 7 , 8 ]. These previous studies are different with current study, as these studies are cohort studies investigating the subsequent treatment outcomes following the ADRs, while current study focused on the prevalence and risk factors of ADRs.
Further research investigating the effectiveness of intervention to improve early detection and management of ADRs in less-controlled healthcare environment such as primary care setting, may be needed. An electronic patient-centred platform where patients could discuss and report the problem of their medication to health care profes"
PMC11268649,PMC11268649_chunk_33,"healthcare environment such as primary care setting, may be needed. An electronic patient-centred platform where patients could discuss and report the problem of their medication to health care professionals has the potential to improve medication safety and treatment outcomes [ 74 ].
This study provides information on the burden and temporal trend of consultations related to cardiovascular drugs ADRs in UK primary care. Validated designated codes were used to identify ADR consultations in primary care database, which represent 6% of the UK population [ 18 , 23 , 32 ]. However, this study also has several limitations. Database screening method may be prone to under-reporting due to variability of ADRs assessment and/or reporting by primary care providers. Despite the difference in the ADRs prevalence observed (2.4% versus 9.0%), a previous comparative study showed that administrative database screening has advantages compared to manual chart review, considering high positive predictive"
PMC11268649,PMC11268649_chunk_34," prevalence observed (2.4% versus 9.0%), a previous comparative study showed that administrative database screening has advantages compared to manual chart review, considering high positive predictive value obtained (87.6%) and reduced resource utilised (two-person hours versus 35 person-hours) for ADRs detection, thus a larger population can be included [ 75 ]. This study may serve as a basis for further investigation on the burden of ADRs in the population.
Implications for practice and research
This study found that the burden of ADRs related to cardiovascular drugs in primary care was considerable. As cardiovascular-related conditions, such as hypertension and dyslipidaemia, are largely managed in primary care [ 20 ], primary care providers are encouraged to be vigilant in preventing ADRs of these medications to prevent further iatrogenic complications, e.g., by monitoring patients about their concerns and barriers related to medication use, educating patients about early recogniti"
PMC11268649,PMC11268649_chunk_35,"DRs of these medications to prevent further iatrogenic complications, e.g., by monitoring patients about their concerns and barriers related to medication use, educating patients about early recognition and management of potential ADRs, strengthening medication review system particularly for high-risk patients, and performing adequate ADRs documentation/recording to facilitate future treatment decisions [ 17 , 70 – 73 ]. A previous study showed that patients who received prior information on potential ADRs from their health care professionals were less likely to report drug complications and were more satisfied with their treatment [ 70 ]. In addition, it is recommended to implement more rigorous clinical and medication adherence monitoring for patients affected by ADRs as our previous studies showed that patients who experienced ADRs related to statins and ACEI/ARB had an increased risk of subsequent cardiovascular events compared to those who did not experience ADRs [ 7 , 8 ]. These "
PMC11268649,PMC11268649_chunk_36,"dies showed that patients who experienced ADRs related to statins and ACEI/ARB had an increased risk of subsequent cardiovascular events compared to those who did not experience ADRs [ 7 , 8 ]. These previous studies are different with current study, as these studies are cohort studies investigating the subsequent treatment outcomes following the ADRs, while current study focused on the prevalence and risk factors of ADRs.
Further research investigating the effectiveness of intervention to improve early detection and management of ADRs in less-controlled healthcare environment such as primary care setting, may be needed. An electronic patient-centred platform where patients could discuss and report the problem of their medication to health care professionals has the potential to improve medication safety and treatment outcomes [ 74 ].
Strengths and limitations
This study provides information on the burden and temporal trend of consultations related to cardiovascular drugs ADRs in UK pr"
PMC11268649,PMC11268649_chunk_37,"dication safety and treatment outcomes [ 74 ].
Strengths and limitations
This study provides information on the burden and temporal trend of consultations related to cardiovascular drugs ADRs in UK primary care. Validated designated codes were used to identify ADR consultations in primary care database, which represent 6% of the UK population [ 18 , 23 , 32 ]. However, this study also has several limitations. Database screening method may be prone to under-reporting due to variability of ADRs assessment and/or reporting by primary care providers. Despite the difference in the ADRs prevalence observed (2.4% versus 9.0%), a previous comparative study showed that administrative database screening has advantages compared to manual chart review, considering high positive predictive value obtained (87.6%) and reduced resource utilised (two-person hours versus 35 person-hours) for ADRs detection, thus a larger population can be included [ 75 ]. This study may serve as a basis for further inve"
PMC11268649,PMC11268649_chunk_38,"ed (87.6%) and reduced resource utilised (two-person hours versus 35 person-hours) for ADRs detection, thus a larger population can be included [ 75 ]. This study may serve as a basis for further investigation on the burden of ADRs in the population.
Conclusions
This study showed that the burden of cardiovascular drug-related ADR consultations in primary care was considerable. Statins, beta-blockers, ACEIs/ARBs, and aspirin were the most frequently implicated cardiovascular drug classes in the ADRs consultations. More rigorous clinical monitoring should be performed for patients affected by ADRs to mitigate the risk of suboptimal treatment outcomes."
PMC11334244,PMC11334244_chunk_1,"Introduction
Cardiovascular deaths have long been the leading cause of death globally. in 2021, cardiovascular diseases were responsible for an estimated 19.91 million deaths globally. 1 Non-ST-segment elevation acute myocardial infarction (NSTEMI) is one of the leading causes of hospitalization in patients with ischemic heart disease and is associated with a high mortality rate. 2 Data from the Beijing region of China showed that the hospitalization rate for NSTEMI per 100,000 population almost tripled from 2007 to 2012 (from 8.1% to 33.5%), with in-hospital mortality rates decreasing from 6.4 to 5.3% for men and from 11.6 to 8.7% for women. 3 A recent study showed that the 30-day mortality rate for NSTEMI in China was reported to be 4.7%, with the highest proportion of in-hospital deaths. 4 Treatment of NSTEMI consists mainly of pharmacologic and invasive therapies. 5 Antiplatelet drug therapy is usually performed in all patients, and the main drugs include aspirin and clopidogrel. P"
PMC11334244,PMC11334244_chunk_2,". 4 Treatment of NSTEMI consists mainly of pharmacologic and invasive therapies. 5 Antiplatelet drug therapy is usually performed in all patients, and the main drugs include aspirin and clopidogrel. Percutaneous coronary intervention is an effective treatment for NSTEMI in patients with ineffective pharmacologic therapy or at high risk for NSTEMI (eg, intractable angina, heart failure, ventricular tachycardia or ventricular fibrillation, and new onset of ST-segment depression). 5
Improving the prognosis of patients with NSTEMI and especially reducing in-hospital mortality is a long-term challenge for emergency physicians and cardiologists. Adherence to risk stratification of the disease and individualization of treatment are key to addressing this issue. The Thrombolysis in Myocardial Infarction and Global Registry of Acute Coronary Events risk scores were developed primarily in patients of Caucasian origin and are often used to assess adverse events and prognosis in NSTEMI. 6 , 7 Howe"
