PMID,Title,Abstract,Journal,PubDate,Source,Authors,School/Company,DOI,PMCID,Impact Factor
39248265,Clopidogrel Versus Aspirin as Chronic Maintenance Antiplatelet Monotherapy in Patients After Percutaneous Coronary Intervention With Chronic Kidney Disease: A Post Hoc Analysis of the HOST-EXAM Trial.,"Clopidogrel monotherapy improved clinical outcomes compared with aspirin monotherapy during a chronic maintenance period in patients who underwent coronary stenting in the HOST-EXAM (Harmonizing Optimal Strategy for Treatment of Coronary Artery Stenosis-Extended Antiplatelet Monotherapy) trial. However, it is uncertain whether the beneficial effect of clopidogrel over aspirin is different according to the renal function.",Journal of the American Heart Association,2024,J Am Heart Assoc,Kang Jeehoon; Park Sang-Hyeon; Park Kyung Woo; Koo Bon-Kwon; Lee Huijin; Han Minju; Hwang Doyeon; Yang Han-Mo; Chae In-Ho; Shin Won-Yong; Oh Ju Hyeon; Kim Yong Hoon; Park Tae-Ho; Kim Bum Soo; Han Jung-Kyu; Shin Eun-Seok; Kim Hyo-Soo,"Department of Internal Medicine, Cardiovascular Center Seoul National University Hospital Seoul South Korea.; Department of Internal Medicine, Cardiovascular Center Seoul National University Hospital Seoul South Korea.; Department of Internal Medicine, Cardiovascular Center Seoul National University Hospital Seoul South Korea.; Department of Internal Medicine, Cardiovascular Center Seoul National University Hospital Seoul South Korea.; Department of Internal Medicine, Cardiovascular Center Seoul National University Hospital Seoul South Korea.; Department of Internal Medicine, Cardiovascular Center Seoul National University Hospital Seoul South Korea.; Department of Internal Medicine, Cardiovascular Center Seoul National University Hospital Seoul South Korea.; Department of Internal Medicine, Cardiovascular Center Seoul National University Hospital Seoul South Korea.; Department of Internal Medicine Seoul National University Bundang Hospital Seongnam South Korea.; Department of Internal Medicine Soonchunhyang University Cheonan Hospital Cheonan South Korea.; Department of Cardiology, Samsung Changwon Hospital Sungkyunkwan University School of Medicine Changwon South Korea.; Department of Internal Medicine Kangwon National University School of Medicine Chuncheon South Korea.; Department of Internal Medicine Dong-A University Hospital Busan South Korea.; Department of Internal Medicine, Kangbuk Samsung Hospital Sungkyunkwan University Seoul South Korea.; Department of Internal Medicine, Cardiovascular Center Seoul National University Hospital Seoul South Korea.; Department of Internal Medicine Ulsan University Hospital Ulsan South Korea.; Department of Internal Medicine, Cardiovascular Center Seoul National University Hospital Seoul South Korea.",10.1161/JAHA.124.035269,PMC11935617,N/A
39237060,Factors associated with nonhome discharge after endovascular aneurysm repair.,"This study aims to identify preoperative factors associated with nonhome discharge (NHD) after endovascular aneurysm repair (EVAR). NHD has implications for patient care, readmission, and long-term mortality; nevertheless, the existing literature lacks information regarding factors associated with NHD for patients undergoing EVAR. In contrast, our study assesses preoperative factors associated with NHD for this population by using national data from the Vascular Quality Initiative.",Journal of vascular surgery,2025,J Vasc Surg,Straus Sabrina; Gomez-Mayorga Jorge L; Sanders Andrew P; Yadavalli Sai Divya; Allievi Sara; McGinigle Katharine L; Stangenberg Lars; Schermerhorn Marc,"Department of Surgery, Division of Vascular and Endovascular Surgery, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, MA; Department of Surgery, Division of Vascular and Endovascular Surgery, University of California San Diego, San Diego, CA.; Department of Surgery, Division of Vascular and Endovascular Surgery, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, MA.; Department of Surgery, Division of Vascular and Endovascular Surgery, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, MA.; Department of Surgery, Division of Vascular and Endovascular Surgery, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, MA.; Department of Surgery, Division of Vascular and Endovascular Surgery, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, MA; Section of Vascular Surgery, Cardio Thoracic Vascular Department, Foundation IRCCS Ca' Granda Ospedale Maggiore Policlinico, Milan, Italy.; Department of Surgery, University of North Carolina at Chapel Hill School of Medicine, Chapel Hill, NC.; Department of Surgery, Division of Vascular and Endovascular Surgery, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, MA.; Department of Surgery, Division of Vascular and Endovascular Surgery, Beth Israel Deaconess Medical Center, Harvard Medical School, Boston, MA. Electronic address: mscherme@bidmc.harvard.edu.",10.1016/j.jvs.2024.08.060,PMC11637925,N/A
39215959,Aspirin vs. clopidogrel monotherapy after percutaneous coronary intervention: 1-year follow-up of the STOPDAPT-3 trial.,There was no previous trial comparing aspirin monotherapy with a P2Y12 inhibitor monotherapy following short dual antiplatelet therapy after percutaneous coronary intervention with drug-eluting stents.,European heart journal,2024,Eur Heart J,Watanabe Hirotoshi; Natsuaki Masahiro; Morimoto Takeshi; Yamamoto Ko; Obayashi Yuki; Nishikawa Ryusuke; Kimura Tomoya; Ando Kenji; Domei Takenori; Suwa Satoru; Ogita Manabu; Isawa Tsuyoshi; Takenaka Hiroyuki; Yamamoto Takashi; Ishikawa Tetsuya; Hisauchi Itaru; Wakabayashi Kohei; Onishi Yuko; Hibi Kiyoshi; Kawai Kazuya; Yoshida Ruka; Suzuki Hiroshi; Nakazawa Gaku; Kusuyama Takanori; Morishima Itsuro; Ono Koh; Kimura Takeshi,"Division of Cardiology, Hirakata Kohsai Hospital, 1-2-1, Fujisaka-higashi-machi, Hirakata, Osaka 573-0153, Japan.; Department of Cardiovascular Medicine, Saga University, Saga, Japan.; Department of Clinical Epidemiology, Hyogo Medical University, Nishinomiya, Japan.; Department of Cardiology, Kokura Memorial Hospital, Kitakyushu, Japan.; Department of Cardiovascular Medicine, Graduate School of Medicine, Kyoto University, Kyoto, Japan.; Department of Cardiovascular Medicine, Graduate School of Medicine, Kyoto University, Kyoto, Japan.; Department of Clinical Epidemiology, Hyogo Medical University, Nishinomiya, Japan.; Department of Cardiology, Kokura Memorial Hospital, Kitakyushu, Japan.; Department of Cardiology, Kokura Memorial Hospital, Kitakyushu, Japan.; Department of Cardiology, Juntendo University Shizuoka Hospital, Izunokuni, Japan.; Department of Cardiology, Juntendo University Shizuoka Hospital, Izunokuni, Japan.; Department of Cardiology, Sendai Kousei Hospital, Sendai, Japan.; Division of Cardiology, Hirakata Kohsai Hospital, 1-2-1, Fujisaka-higashi-machi, Hirakata, Osaka 573-0153, Japan.; Division of Cardiology, Hirakata Kohsai Hospital, 1-2-1, Fujisaka-higashi-machi, Hirakata, Osaka 573-0153, Japan.; Department of Cardiology, Dokkyo Medical University Saitama Medical Center, Koshigaya, Japan.; Department of Cardiology, Dokkyo Medical University Saitama Medical Center, Koshigaya, Japan.; Department of Cardiology, Showa University Koto Toyosu Hospital, Tokyo, Japan.; Department of Cardiology, Hiratsuka Kyosai Hospital, Hiratsuka, Japan.; Division of Cardiology, Yokohama City University Medical Center, Yokohama, Japan.; Division of Cardiology, Chikamori Hospital, Kochi, Japan.; Division of Cardiology, Japanese Red Cross Aichi Medical Center Nagoya Daini Hospital, Nagoya, Japan.; Division of Cardiology, Showa University Fujigaoka Hospital, Yokohama, Japan.; Department of Cardiology, Kindai University Faculty of Medicine, Osakasayama, Japan.; Division of Cardiology, Tsukazaki Hospital, Himeji, Japan.; Department of Cardiology, Ogaki Municipal Hospital, Ogaki, Japan.; Department of Cardiovascular Medicine, Graduate School of Medicine, Kyoto University, Kyoto, Japan.; Division of Cardiology, Hirakata Kohsai Hospital, 1-2-1, Fujisaka-higashi-machi, Hirakata, Osaka 573-0153, Japan.",10.1093/eurheartj/ehae617,,N/A
39195314,Monoclonal Gammopathy of Undetermined Significance and Associated Cardiovascular Outcomes in a Hospital Setting-A Fresh Perspective.,"There is a paucity of data on the cardiovascular implications of monoclonal gammopathy of undetermined significance, especially among hospitalized patients. Our study aimed to investigate the association between MGUS and cardiovascular outcomes in a hospital setting using the National Inpatient Sample database. MGUS patients were sampled using ICD-10 codes. The patients were stratified into two cohorts based on the presence or absence of MGUS. Comorbidities and cardiovascular outcomes were collected using ICD 10 DM codes. CV outcomes were evaluated before and after 1:1 matching for age, gender, and race. Furthermore, a sensitivity analysis was performed on the matched population, which excluded patients with diabetes mellitus, prior myocardial infarction, chronic kidney disease (stages 3-5), dialysis, hypertension, obesity, metabolic syndrome, cancer, antiplatelets, and oral anticoagulant use and was adjusted for smoking, dyslipidemia, and aspirin use to evaluate the cardiovascular outcomes. MGUS patients had more heart failure, atrial fibrillation, venous thromboembolism, aortic aneurysm, aortic stenosis, aortic regurgitation, mitral stenosis, mitral regurgitation, conduction disorder, cor pulmonale, peripheral vascular disease, and acute myocardial infarction. After matching, MGUS was associated with heart failure, atrial fibrillation, venous thromboembolism, aortic stenosis, mitral regurgitation, conduction disorder, cor pulmonale, and peripheral vascular disease. MGUS was linked to a wide spectrum of cardiovascular diseases in an inpatient setting. Further studies are needed to formulate appropriate recommendations for the screening and management of cardiovascular complications in individuals with MGUS.","Current oncology (Toronto, Ont.)",2024,Curr Oncol,Mustafa Ahmad; Wei Chapman; Araji Ghada; Niazi Muhammad Rafay Khan; Grovu Radu; Weinberg Mitchell; Lafferty James,"Department of Cardiology, Northwell Health/Staten Island University Hospital, Staten Island, New York, NY 10305, USA.; Department of Internal Medicine, Northwell Health/Staten Island University Hospital, Staten Island, New York, NY 10305, USA.; Department of Internal Medicine, Northwell Health/Staten Island University Hospital, Staten Island, New York, NY 10305, USA.; Department of Hematology and Oncology, Northwell Health/Staten Island University Hospital, Staten Island, New York, NY 10305, USA.; Department of Internal Medicine, Northwell Health/Staten Island University Hospital, Staten Island, New York, NY 10305, USA.; Department of Cardiology, Northwell Health/Staten Island University Hospital, Staten Island, New York, NY 10305, USA.; Department of Cardiology, Northwell Health/Staten Island University Hospital, Staten Island, New York, NY 10305, USA.",10.3390/curroncol31080331,PMC11352401,N/A
39168566,Low-Dose Rivaroxaban Plus Aspirin in Fragile Patients After Lower Extremity Revascularization.,Rivaroxaban 2.5 mg plus aspirin reduced limb and cardiovascular events and increased bleeding in patients with symptomatic peripheral artery disease (PAD) after lower extremity revascularization in the VOYAGER PAD (Efficacy and Safety of Rivaroxaban in Reducing the Risk of Major Thrombotic Vascular Events in Subjects With Symptomatic Peripheral Artery Disease Undergoing Peripheral Revascularization Procedures of the Lower Extremities) study. Fragile patients are at heightened risk for ischemic and bleeding events.,Journal of the American College of Cardiology,2024,J Am Coll Cardiol,Canonico Mario Enrico; Low Wang Cecilia C; Hsia Judith; Debus E Sebastian; Nehler Mark R; Patel Manesh R; Anand Sonia S; Ycas Joseph; Capell Warren H; Muehlhofer Eva; Haskell Lloyd P; Berkowitz Scott D; Bauersachs Rupert; Bonaca Marc P,"CPC Clinical Research, Aurora, Colorado, USA; Division of Cardiology, Department of Medicine, University of Colorado School of Medicine, Aurora, Colorado, USA. Electronic address: https://twitter.com/me_canonico.; CPC Clinical Research, Aurora, Colorado, USA; Division of Endocrinology, Department of Medicine, University of Colorado School of Medicine, Aurora, Colorado, USA.; CPC Clinical Research, Aurora, Colorado, USA; Division of Cardiology, Department of Medicine, University of Colorado School of Medicine, Aurora, Colorado, USA.; Department of Vascular Medicine, Vascular Surgery-Angiology-Endovascular Therapy, University of Hamburg-Eppendorf, Hamburg, Germany.; CPC Clinical Research, Aurora, Colorado, USA; Department of Surgery, University of Colorado School of Medicine, Aurora, Colorado, USA.; Duke Clinical Research Institute, Division of Cardiology, Duke University Medical Center, Durham, North Carolina, USA. Electronic address: https://twitter.com/manesh_patelMD.; Population Health Research Institute, Hamilton Health Sciences, Department of Medicine, McMaster University, Hamilton, Ontario, Canada. Electronic address: https://twitter.com/DrSoniaAnand1.; CPC Clinical Research, Aurora, Colorado, USA.; CPC Clinical Research, Aurora, Colorado, USA; Division of Endocrinology, Department of Medicine, University of Colorado School of Medicine, Aurora, Colorado, USA.; Bayer AG Research and Development, Pharmaceuticals, Wuppertal, Germany.; Janssen Research and Development, Raritan, New Jersey, USA.; CPC Clinical Research, Aurora, Colorado, USA; Division of Cardiology, Department of Medicine, University of Colorado School of Medicine, Aurora, Colorado, USA; Division of Hematology, Department of Medicine, University of Colorado School of Medicine, Aurora, Colorado, USA.; Cardioangiologic Center, Agaplesion Bethanien Hospital, Frankfurt am Main, Germany; Center for Thrombosis and Hemostasis, University of Mainz, Mainz, Germany.; CPC Clinical Research, Aurora, Colorado, USA; Division of Cardiology, Department of Medicine, University of Colorado School of Medicine, Aurora, Colorado, USA. Electronic address: marc.bonaca@cpcmed.org.",10.1016/j.jacc.2024.05.060,,N/A
39133474,Apixaban vs Aspirin in Patients With Cancer and Cryptogenic Stroke: A Post Hoc Analysis of the ARCADIA Randomized Clinical Trial.,"Approximately 10% to 15% of ischemic strokes are associated with cancer; cancer-associated stroke, particularly when cryptogenic, is associated with high rates of recurrent stroke and major bleeding. Limited data exist on the safety and efficacy of different antithrombotic strategies in patients with cancer and cryptogenic stroke.",JAMA neurology,2024,JAMA Neurol,Navi Babak B; Zhang Cenai; Miller Benjamin; Cushman Mary; Kasner Scott E; Elkind Mitchell S V; Tirschwell David L; Longstreth W T; Kronmal Richard A; Beyeler Morin; Elm Jordan; Zweifler Richard M; Tarsia Joseph; Cereda Carlo W; Bianco Giovanni; Costamagna Gianluca; Michel Patrik; Broderick Joseph P; Gladstone David J; Kamel Hooman; Streib Christopher,"Clinical and Translational Neuroscience Unit, Feil Family Brain and Mind Research Institute and Department of Neurology, Weill Cornell Medicine, New York, New York.; Clinical and Translational Neuroscience Unit, Feil Family Brain and Mind Research Institute and Department of Neurology, Weill Cornell Medicine, New York, New York.; Department of Neurology, University of Minnesota, Minneapolis.; Division of Hematology and Oncology, Department of Medicine, University of Vermont Larner College of Medicine, Burlington.; Department of Neurology, University of Pennsylvania School of Medicine, Philadelphia.; Department of Neurology, Vagelos College of Physicians and Surgeons, Columbia University, New York, New York.; Department of Neurology, University of Washington, Seattle.; Department of Neurology, University of Washington, Seattle.; Department of Biostatistics, University of Washington, Seattle.; Clinical and Translational Neuroscience Unit, Feil Family Brain and Mind Research Institute and Department of Neurology, Weill Cornell Medicine, New York, New York.; Department of Biostatistics, Medical University of South Carolina, Charleston.; Ochsner Neuroscience Institute, Ochsner Health, New Orleans, Louisiana.; Ochsner Neuroscience Institute, Ochsner Health, New Orleans, Louisiana.; Department of Neurology, Neurocenter of Southern Switzerland EOC, Lugano, Switzerland.; Department of Neurology, Neurocenter of Southern Switzerland EOC, Lugano, Switzerland.; Stroke Unit, Fondazione IRCCS Ca' Granda Ospedale Maggiore Policlinico, Milan, Italy.; Department of Clinical Neurosciences, University of Lausanne, Lausanne, Switzerland.; Department of Neurology and Rehabilitation Medicine, University of Cincinnati College of Medicine, Cincinnati, Ohio.; Sunnybrook Research Institute, Hurvitz Brain Sciences Program, Sunnybrook Health Sciences Centre, and Division of Neurology, Department of Medicine, University of Toronto, Toronto, Ontario, Canada.; Clinical and Translational Neuroscience Unit, Feil Family Brain and Mind Research Institute and Department of Neurology, Weill Cornell Medicine, New York, New York.; Department of Neurology, University of Minnesota, Minneapolis.",10.1001/jamaneurol.2024.2404,PMC11320331,N/A
39092852,Dual vs triple antithrombotic therapy in atrial fibrillation and acute coronary syndrome: An updated meta-analysis of randomized controlled trials.,"Antithrombotic treatment in patients with atrial fibrillation (AF) and acute coronary syndrome (ACS) poses a dilemma. We compared outcomes of dual antithrombotic therapy (DAT) (direct oral anticoagulants (DOACs)/warfarin + antiplatelets) vs triple antithrombotic therapy (TAT) (DOACs/warfarin, aspirin, and P2Y12 inhibitor) in this population. Multiple databases were searched from inception to December 17, 2023 to identify randomized controlled trials (RCTs) comparing DAT vs TAT in patients with AF and ACS. Outcomes included major adverse cardiac events (MACE), bleeding events, stroke, stent thrombosis, and myocardial infarction (MI). Relative risk and 95% confidence intervals were estimated with a random-effects model using the inverse-variance technique. We assigned <i>I</i><sup>2</sup> > 50% as an indicator of statistical heterogeneity. <i>p</i>-Value <0.05 was considered significant. Ten RCTs comprising 6186 patients on TAT (female 26%, mean age 71 ± 9 years) and 6800 patients on DAT (female 27%, mean age 71 ± 9 years) were included. Patients receiving DAT experienced lower rates of bleeding events compared to those receiving TAT, with relative risks of 0.69 [0.55-0.87] (<i>p</i> < 0.001), 0.65 [0.40-1.06] (<i>p</i> = 0.09), and 0.62 [0.46-0.84] (<i>p</i> < 0.001) for TAT durations of 3, 6, and 12 months, respectively. No difference was seen in the occurrence of MACE, MI, stroke, or stent thrombosis between DAT and TAT across all three durations of TAT. This is the largest pooled analysis comparing TAT to DAT stratified by the duration of antithrombotic therapy. Our results revealed that DAT was associated with reduced bleeding risk despite no difference in other outcomes.",Journal of investigative medicine : the official publication of the American Federation for Clinical Research,2024,J Investig Med,Sainbayar Enkhtsogt; Pham Hoang Nhat; Olson April; Ibrahim Ramzi; Grewal Harneet; Salih Mohammed; Mamas Mamas A; Lee Kwan,"Department of Medicine, UA College of Medicine, University of Arizona Tucson, Tucson, AZ, USA.; Department of Medicine, UA College of Medicine, University of Arizona Tucson, Tucson, AZ, USA.; Department of Medicine, UA College of Medicine, University of Arizona Tucson, Tucson, AZ, USA.; Department of Medicine, UA College of Medicine, University of Arizona Tucson, Tucson, AZ, USA.; Department of Medicine, Abrazo Health Network, Glendale, AZ, USA.; Heart Hospital-Baylor University Medical Center, Plano, TX, USA.; Keele Cardiovascular Research Group, Keele University, Keele, UK.; Department of Cardiovascular Medicine, Mayo Clinic, Phoenix, AZ, USA.",10.1177/10815589241270640,,N/A
39046724,Contribution of Clinical Trial Event Data by Data Source: A Prespecified Analysis of the ADAPTABLE Randomized Clinical Trial.,"Pragmatic randomized clinical trials (RCTs) often use multiple data sources to examine clinical events, but the relative contribution of data sources to clinical end-point rates is understudied.",JAMA cardiology,2024,JAMA Cardiol,Rymer Jennifer A; Mulder Hillary; Wruck Lisa M; Muñoz Daniel; Kripalani Sunil; Effron Mark B; Gupta Kamal; Handberg Eileen; Jain Sandeep; Girotra Saket; Whittle Jeffrey; Hess Rachel; Benziger Catherine P; Knowlton Kirk U; Curtis Lesley H; Roe Matthew T; Hammill Bradley G; Rothman Russell L; Harrington Robert; Hernandez Adrian; Jones W Schuyler,"Duke Clinical Research Institute, Durham, North Carolina.; Duke Clinical Research Institute, Durham, North Carolina.; Duke Clinical Research Institute, Durham, North Carolina.; Vanderbilt University Medical Center, Nashville, Tennessee.; Vanderbilt University Medical Center, Nashville, Tennessee.; John Ochsner Heart and Vascular Institute, University of Queensland-Ochsner Clinical School, New Orleans, Louisiana.; University of Kansas School of Medicine, Kansas City.; University of Florida, Gainesville.; University of Pittsburgh, Pittsburgh, Pennsylvania.; University of Iowa, Iowa City.; Medical College of Wisconsin, Milwaukee.; University of Utah, Salt Lake City.; Essentia Health, Duluth, Minnesota.; Intermountain Health, Salt Lake City, Utah.; Duke Clinical Research Institute, Durham, North Carolina.; Duke Clinical Research Institute, Durham, North Carolina.; Duke Clinical Research Institute, Durham, North Carolina.; Vanderbilt University Medical Center, Nashville, Tennessee.; Stanford University, Stanford, California.; Duke Clinical Research Institute, Durham, North Carolina.; Duke Clinical Research Institute, Durham, North Carolina.",10.1001/jamacardio.2024.2019,PMC11270247,N/A
38985488,Aspirin Dosing for Secondary Prevention of Atherosclerotic Cardiovascular Disease in Male and Female Patients: A Secondary Analysis of the ADAPTABLE Randomized Clinical Trial.,"Atherosclerotic cardiovascular disease (ASCVD) remains the leading cause of morbidity and mortality in the US. Although aspirin is recommended for secondary prevention of ASCVD, there was no difference in safety and effectiveness of aspirin dosed daily at 81 mg or 325 mg in the ADAPTABLE (Aspirin Dosing: A Patient-Centric Trial Assessing Benefits and Long-Term Effectiveness) randomized clinical trial. However, it is unknown whether differences by sex exist in the safety and effectiveness of the different aspirin doses.",JAMA cardiology,2024,JAMA Cardiol,Benziger Catherine P; Stebbins Amanda; Wruck Lisa M; Effron Mark B; Marquis-Gravel Guillaume; Farrehi Peter M; Girotra Saket; Gupta Kamal; Kripalani Sunil; Munoz Daniel; Polonsky Tamar S; Sharlow Amber; Whittle Jeffrey; Harrington Robert A; Rothman Russell L; Hernandez Adrian F; Jones W Schuyler,"Heart and Vascular Center, Essentia Health, Duluth, Minnesota.; Duke Clinical Research Institute, Duke University School of Medicine, Durham, North Carolina.; Duke Clinical Research Institute, Duke University School of Medicine, Durham, North Carolina.; John Ochsner Heart and Vascular Institute, The University of Queensland-Ochsner Clinical School, New Orleans, Louisiana.; Duke Clinical Research Institute, Duke University School of Medicine, Durham, North Carolina.; Division of Cardiovascular Medicine, Department of Internal Medicine, University of Michigan, Ann Arbor.; Department of Internal Medicine, UT Southwestern, Dallas, Texas.; Department of Cardiovascular Medicine, University of Kansas Medical Center, Kansas City.; Center for Clinical Quality and Implementation Research, Vanderbilt University Medical Center, Nashville, Tennessee.; Division of Cardiology, Vanderbilt University Medical Center, Nashville, Tennessee.; Section of Cardiology, Department of Medicine, University of Chicago Medicine, Chicago, Illinois.; Medidata Solutions, New York, New York.; Division of Medicine, Clement J. Zablocki Veterans Affairs Medical Center, Milwaukee, Wisconsin.; Division of Cardiovascular Medicine, Department of Medicine, Stanford University, Stanford, California.; Center for Clinical Quality and Implementation Research, Vanderbilt University Medical Center, Nashville, Tennessee.; Duke Clinical Research Institute, Duke University School of Medicine, Durham, North Carolina.; Duke Clinical Research Institute, Duke University School of Medicine, Durham, North Carolina.",10.1001/jamacardio.2024.1712,PMC11238071,N/A
38914608,Low platelet count at admission has an adverse impact on outcome in patients with acute coronary syndromes: from the START Antiplatelet registry.,"Some previous observations suggest that a low platelet count is associated with an increased risk of adverse outcomes in patients with acute coronary syndromes (ACS). However, most of the data come from post-hoc analyses of randomized controlled trials and from studies including thrombocytopenia developed during hospital stay. Our aim was to assess the impact of low platelet count at admission on cardiovascular outcomes and treatment approach in patients hospitalized for ACS in a current real-life setting in Italy. Patients admitted to Italian coronary care units for ACS were enrolled in the START-ANTIPLATELET registry. Baseline clinical characteristics and treatment at discharge were recorded. Patients were followed-up at 6 months, 1 year and yearly thereafter. Low platelet count was defined as a count at admission < 150 > 100 k/µl or < 100 k/µL. Among 1894 enrolled patients, 157 (8.3%) had a platelet count < 150 > 100 k/µl and 30 (1.6%) < 100 k/µl. The median follow-up was 12.3 months (0.4-50.1). patients with low platelets were older (72 ± 10.4 vs 66 ± 12.4 years, p = 0.006), more frequently males (82.9 vs 72.1%, p = 0.001), hypertensive (90.0% vs 70.4%, p = 0.03), with non-valvular atrial fibrillation (NVAF) (17.1 vs 8.6%, p = 0.02), and peripheral arterial disease (11.5 vs 6.2% p = 0.01) and/or had a previous myocardial infarction (40 vs 18.7%, p = 0.008) and/or a PCI (14.6 vs 7.8%, p = 0.001) than patients with normal platelets. A slightly, but significantly, lower percentage of thrombocytopenic patients were treated with primary PCI (78.1 vs 84.4%, p = 0.04) and they were more frequently discharged on aspirin plus clopidogrel rather than aspirin plus newer P2Y<sub>12</sub> antagonists (51.9 vs 65.4%, p = 0.01). MACE-free survival was significantly shorter in thrombocytopenic patients compared to patients with normal platelets (< 150 > 100 k/µl: 37.6 vs 41.8 months, p = 0.002; HR = 2.7, 95% CIs 1.4-5.2; < 100 k/µl: 31.7 vs 41.8 months, p = 0.01; HR = 6.5, 95% CIs 1.5-29.1). At multivariate analysis, low platelet count, age at enrollment, low glomerular filtration rate, low ejection fraction, a previous ischemic stroke and NVAF were independent predictors of MACE. A low platelet count at admission identifies a subgroup of ACS patients with a significantly increased risk of MACE and these patients should be managed with special care to prevent excess adverse outcomes.",Scientific reports,2024,Sci Rep,Gresele Paolo; Guglielmini Giuseppe; Del Pinto Maurizio; Calabrò Paolo; Pignatelli Pasquale; Patti Giuseppe; Pengo Vittorio; Antonucci Emilia; Cirillo Plinio; Fierro Tiziana; Palareti Gualtiero; Marcucci Rossella,"Department of Medicine and Surgery, Section of Internal and Cardiovascular Medicine, University of Perugia, Strada Vicinale Via Delle Corse, S. Andrea Delle Fratte, 06132, Perugia, Italy. paolo.gresele@unipg.it.; Department of Medicine and Surgery, Section of Internal and Cardiovascular Medicine, University of Perugia, Strada Vicinale Via Delle Corse, S. Andrea Delle Fratte, 06132, Perugia, Italy.; Division of Cardiology, Perugia Hospital, Perugia, Italy.; Department of Translational Medical Sciences, University of Campania ""Luigi Vanvitelli"", Naples, Italy.; Department of Clinical, Internistic, Anesthesiologic and Cardiovascular Sciences, Sapienza University of Rome, Rome, Italy.; Department of Translational Medicine, University of Eastern Piedmont, Maggiore della Carità Hospital, Novara, Italy.; Department of Cardiac, Thoracic, Vascular Sciences and Public Health, University of Padova, Padua, Italy.; Arianna Anticoagulazione Foundation, Bologna, Italy.; Division of Cardiology, Department of Advanced Biomedical Sciences, ""Federico II"" University, Naples, Italy.; Department of Medicine and Surgery, Section of Internal and Cardiovascular Medicine, University of Perugia, Strada Vicinale Via Delle Corse, S. Andrea Delle Fratte, 06132, Perugia, Italy.; Arianna Anticoagulazione Foundation, Bologna, Italy.; Department of Experimental and Clinical Medicine, University of Florence, Florence, Italy.",10.1038/s41598-024-64113-5,PMC11196263,N/A
38804622,Impacts of aspirin use on the prognosis of patients with myocardial infarction and pneumonia.,We aimed to explore the impact of aspirin use on the risk of readmission and mortality in patients with myocardial infarction and pneumonia.,Minerva cardiology and angiology,2024,Minerva Cardiol Angiol,Ye Jialun; Chen Jieqiong; Chen Sheng,"Department of Emergency, Ruijin Hospital, Shanghai Jiao Tong University School of Medicine, Shanghai, China.; Shanghai Institute of Immunology, Shanghai Jiao Tong University School of Medicine, Shanghai, China.; Department of Cardiovascular Surgery, Fujian Medical University Union Hospital, Fuzhou, China - chenshengdct@outlook.com.",10.23736/S2724-5683.24.06467-6,,N/A
38768234,"Patient knowledge about risk factors, achievement of target values, and guideline-adherent secondary prevention therapies 12 months after acute myocardial infarction.","The prospective GULLIVE-R study aimed to evaluate adherence to guideline-recommended secondary prevention, physicians' and patients' estimation of cardiac risk, and patients' knowledge about target values of risk factors after acute myocardial infarction (AMI).",European heart journal. Acute cardiovascular care,2024,Eur Heart J Acute Cardiovasc Care,Zeymer Uwe; Goss Franz; Kunadt Marcel; Oldenburg Susanne; Hochadel Mathias; Thiele Holger; Werdan Karl,"Klinikum Ludwigshafen, Medizinische Klinik B, Bremserstasse 79, 67063 Ludwigshafen, Germany.; Center for Health Services Research of the German Cardiac Society (DGK-ZfKVF), German Cardiac Society (DGK), Düsseldorf, Germany.; Institut für Herzinfarktforschung, Bremserstasse 79, 67063 Ludwigshafen, Germany.; BNK Service GmbH, München, Germany.; Institut für Herzinfarktforschung, Bremserstasse 79, 67063 Ludwigshafen, Germany.; Department of Cardiology, Heart Center Leipzig at University of Leipzig, Leipzig, Germany.; Center for Health Services Research of the German Cardiac Society (DGK-ZfKVF), German Cardiac Society (DGK), Düsseldorf, Germany.",10.1093/ehjacc/zuae066,,N/A
38767892,Time- vs Step-Based Physical Activity Metrics for Health.,Current US physical activity (PA) guidelines prescribe moderate to vigorous PA (MVPA) time of at least 150 minutes per week for health. An analogous step-based recommendation has not been issued due to insufficient evidence.,JAMA internal medicine,2024,JAMA Intern Med,Hamaya Rikuta; Shiroma Eric J; Moore Christopher C; Buring Julie E; Evenson Kelly R; Lee I-Min,"Division of Preventive Medicine, Department of Medicine, Brigham and Women's Hospital and Harvard Medical School, Boston, Massachusetts.; Division of Cardiovascular Sciences, National Heart, Lung, and Blood Institute, Bethesda, Maryland.; Department of Epidemiology, Gillings School of Global Public Health, University of North Carolina at Chapel Hill, Chapel Hill.; Division of Preventive Medicine, Department of Medicine, Brigham and Women's Hospital and Harvard Medical School, Boston, Massachusetts.; Department of Epidemiology, Gillings School of Global Public Health, University of North Carolina at Chapel Hill, Chapel Hill.; Division of Preventive Medicine, Department of Medicine, Brigham and Women's Hospital and Harvard Medical School, Boston, Massachusetts.",10.1001/jamainternmed.2024.0892,PMC11106710,N/A
